File Name,Moro Cojo Summer 2015 onward,,,,,,,,,,
,,,,,,,,,,,
Date and Time,Seconds     ,Pressure (PSI)                ,Temperature (C)               ,Depth (cm)                    ,,,,,,,
4/11/2015 0:45,384300,1.19,14.832,82.663,,,,,,,
4/11/2015 1:00,385200,1.186,14.677,82.365,,,,,,,
4/11/2015 1:15,386100,1.187,14.677,82.488,,,,,,,
4/11/2015 1:30,387000,1.183,14.574,82.208,,,,,,,
4/11/2015 1:45,387900,1.188,14.471,82.542,,,,,,,
4/11/2015 2:00,388800,1.193,14.419,82.894,,,,,,,
4/11/2015 2:15,389700,1.191,14.315,82.737,,,,,,,
4/11/2015 2:30,390600,1.19,14.212,82.703,,,,,,,
4/11/2015 2:45,391500,1.196,13.59,83.117,,,,,,,
4/11/2015 3:00,392400,1.193,13.538,82.855,,,,,,,
4/11/2015 3:15,393300,1.188,13.694,82.536,,,,,,,
4/11/2015 3:30,394200,1.202,13.694,83.518,,,,,,,
4/11/2015 3:45,395100,1.199,13.486,83.33,,,,,,,
4/11/2015 4:00,396000,1.201,13.382,83.42,,,,,,,
4/11/2015 4:15,396900,1.204,13.33,83.649,,,,,,,
4/11/2015 4:30,397800,1.202,13.278,83.511,,,,,,,
4/11/2015 4:45,398700,1.209,13.226,83.985,,,,,,,
4/11/2015 5:00,399600,1.205,13.174,83.724,,,,,,,
4/11/2015 5:15,400500,1.201,13.122,83.462,,,,,,,
4/11/2015 5:30,401400,1.217,13.122,84.567,,,,,,,
4/11/2015 5:45,402300,1.222,13.07,84.92,,,,,,,
4/11/2015 6:00,403200,1.227,13.018,85.272,,,,,,,
4/11/2015 6:15,404100,1.224,13.018,85.027,,,,,,,
4/11/2015 6:30,405000,1.222,13.018,84.904,,,,,,,
4/11/2015 6:45,405900,1.243,12.966,86.361,,,,,,,
4/11/2015 7:00,406800,1.241,12.914,86.223,,,,,,,
4/11/2015 7:15,407700,1.239,12.862,86.084,,,,,,,
4/11/2015 7:30,408600,1.252,12.914,86.959,,,,,,,
4/11/2015 7:45,409500,1.239,12.862,86.084,,,,,,,
4/11/2015 8:00,410400,1.246,12.862,86.575,,,,,,,
4/11/2015 8:15,411300,1.244,12.862,86.452,,,,,,,
4/11/2015 8:30,412200,1.253,12.862,87.066,,,,,,,
4/11/2015 8:45,413100,1.223,12.81,84.963,,,,,,,
4/11/2015 9:00,414000,1.196,12.758,83.106,,,,,,,
4/11/2015 9:15,414900,1.198,12.706,83.213,,,,,,,
4/11/2015 9:30,415800,1.186,12.862,82.4,,,,,,,
4/11/2015 9:45,416700,1.16,12.914,80.574,,,,,,,
4/11/2015 10:00,417600,1.149,12.966,79.853,,,,,,,
4/11/2015 10:15,418500,1.134,13.018,78.763,,,,,,,
4/11/2015 10:30,419400,1.122,13.07,77.92,,,,,,,
4/11/2015 10:45,420300,1.111,13.122,77.199,,,,,,,
4/11/2015 11:00,421200,1.103,13.174,76.6,,,,,,,
4/11/2015 11:15,422100,1.1,13.278,76.387,,,,,,,
4/11/2015 11:30,423000,1.086,13.382,75.437,,,,,,,
4/11/2015 11:45,423900,1.072,13.434,74.47,,,,,,,
4/11/2015 12:00,424800,1.057,13.59,73.414,,,,,,,
4/11/2015 12:15,425700,1.046,13.59,72.677,,,,,,,
4/11/2015 12:30,426600,1.041,13.694,72.341,,,,,,,
4/11/2015 12:45,427500,1.043,13.745,72.48,,,,,,,
4/11/2015 13:00,428400,1.065,13.849,73.988,,,,,,,
4/11/2015 13:15,429300,1.065,13.953,74.021,,,,,,,
4/11/2015 13:30,430200,1.05,14.005,72.932,,,,,,,
4/11/2015 13:45,431100,1.045,14.108,72.597,,,,,,,
4/11/2015 14:00,432000,1.058,14.16,73.474,,,,,,,
4/11/2015 14:15,432900,1.055,14.315,73.278,,,,,,,
4/11/2015 14:30,433800,1.067,14.315,74.138,,,,,,,
4/11/2015 14:45,434700,1.055,14.367,73.295,,,,,,,
4/11/2015 15:00,435600,1.047,14.471,72.715,,,,,,,
4/11/2015 15:15,436500,1.056,14.574,73.363,,,,,,,
4/11/2015 15:30,437400,1.042,14.677,72.415,,,,,,,
4/11/2015 15:45,438300,1.061,14.781,73.678,,,,,,,
4/11/2015 16:00,439200,1.06,14.729,73.661,,,,,,,
4/11/2015 16:15,440100,1.061,14.884,73.712,,,,,,,
4/11/2015 16:30,441000,1.052,14.884,73.099,,,,,,,
4/11/2015 16:45,441900,1.053,14.987,73.133,,,,,,,
4/11/2015 17:00,442800,1.056,14.936,73.361,,,,,,,
4/11/2015 17:15,443700,1.05,15.09,72.922,,,,,,,
4/11/2015 17:30,444600,1.055,15.039,73.273,,,,,,,
4/11/2015 17:45,445500,1.057,15.194,73.449,,,,,,,
4/11/2015 18:00,446400,1.047,15.194,72.712,,,,,,,
4/11/2015 18:15,447300,1.059,15.142,73.554,,,,,,,
4/11/2015 18:30,448200,1.061,15.142,73.677,,,,,,,
4/11/2015 18:45,449100,1.061,15.245,73.712,,,,,,,
4/11/2015 19:00,450000,1.052,15.194,73.08,,,,,,,
4/11/2015 19:15,450900,1.057,15.194,73.449,,,,,,,
4/11/2015 19:30,451800,1.084,15.297,75.327,,,,,,,
4/11/2015 19:45,452700,1.077,15.245,74.818,,,,,,,
4/11/2015 20:00,453600,1.088,15.297,75.573,,,,,,,
4/11/2015 20:15,454500,1.095,15.348,76.082,,,,,,,
4/11/2015 20:30,455400,1.095,15.348,76.082,,,,,,,
4/11/2015 20:45,456300,1.099,15.348,76.328,,,,,,,
4/11/2015 21:00,457200,1.111,15.297,77.17,,,,,,,
4/11/2015 21:15,458100,1.134,15.297,78.767,,,,,,,
4/11/2015 21:30,459000,1.131,15.4,78.557,,,,,,,
4/11/2015 21:45,459900,1.127,15.348,78.293,,,,,,,
4/11/2015 22:00,460800,1.144,15.297,79.504,,,,,,,
4/11/2015 22:15,461700,1.132,15.348,78.662,,,,,,,
4/11/2015 22:30,462600,1.143,15.4,79.417,,,,,,,
4/11/2015 22:45,463500,1.139,15.297,79.136,,,,,,,
4/11/2015 23:00,464400,1.148,15.297,79.75,,,,,,,
4/11/2015 23:15,465300,1.155,15.348,80.259,,,,,,,
4/11/2015 23:30,466200,1.151,15.245,79.978,,,,,,,
4/11/2015 23:45,467100,1.15,15.348,79.89,,,,,,,
4/12/2015 0:00,468000,1.148,15.245,79.732,,,,,,,
4/12/2015 0:15,468900,1.167,15.297,81.102,,,,,,,
4/12/2015 0:30,469800,1.158,15.194,80.452,,,,,,,
4/12/2015 0:45,470700,1.161,15.142,80.68,,,,,,,
4/12/2015 1:00,471600,1.17,15.142,81.294,,,,,,,
4/12/2015 1:15,472500,1.163,15.09,80.785,,,,,,,
4/12/2015 1:30,473400,1.171,15.039,81.382,,,,,,,
4/12/2015 1:45,474300,1.175,15.039,81.627,,,,,,,
4/12/2015 2:00,475200,1.176,14.936,81.715,,,,,,,
4/12/2015 2:15,476100,1.185,14.884,82.312,,,,,,,
4/12/2015 2:30,477000,1.179,14.832,81.926,,,,,,,
4/12/2015 2:45,477900,1.17,14.781,81.295,,,,,,,
4/12/2015 3:00,478800,1.184,14.677,82.243,,,,,,,
4/12/2015 3:15,479700,1.18,14.522,81.945,,,,,,,
4/12/2015 3:30,480600,1.177,14.419,81.788,,,,,,,
4/12/2015 3:45,481500,1.186,14.367,82.385,,,,,,,
4/12/2015 4:00,482400,1.192,14.264,82.843,,,,,,,
4/12/2015 4:15,483300,1.178,14.212,81.843,,,,,,,
4/12/2015 4:30,484200,1.183,14.108,82.178,,,,,,,
4/12/2015 4:45,485100,1.189,13.953,82.619,,,,,,,
4/12/2015 5:00,486000,1.185,13.745,82.307,,,,,,,
4/12/2015 5:15,486900,1.202,13.745,83.535,,,,,,,
4/12/2015 5:30,487800,1.193,13.694,82.904,,,,,,,
4/12/2015 5:45,488700,1.196,13.486,83.084,,,,,,,
4/12/2015 6:00,489600,1.203,13.486,83.575,,,,,,,
4/12/2015 6:15,490500,1.2,13.59,83.363,,,,,,,
4/12/2015 6:30,491400,1.216,13.642,84.484,,,,,,,
4/12/2015 6:45,492300,1.223,13.59,84.959,,,,,,,
4/12/2015 7:00,493200,1.221,13.538,84.82,,,,,,,
4/12/2015 7:15,494100,1.222,13.434,84.91,,,,,,,
4/12/2015 7:30,495000,1.231,13.434,85.524,,,,,,,
4/12/2015 7:45,495900,1.224,13.382,85.017,,,,,,,
4/12/2015 8:00,496800,1.233,13.382,85.631,,,,,,,
4/12/2015 8:15,497700,1.223,13.33,85,,,,,,,
4/12/2015 8:30,498600,1.227,13.382,85.262,,,,,,,
4/12/2015 8:45,499500,1.233,13.382,85.631,,,,,,,
4/12/2015 9:00,500400,1.234,13.382,85.753,,,,,,,
4/12/2015 9:15,501300,1.235,13.434,85.77,,,,,,,
4/12/2015 9:30,502200,1.233,13.486,85.663,,,,,,,
4/12/2015 9:45,503100,1.217,13.486,84.558,,,,,,,
4/12/2015 10:00,504000,1.196,13.538,83.1,,,,,,,
4/12/2015 10:15,504900,1.175,13.642,81.659,,,,,,,
4/12/2015 10:30,505800,1.165,13.694,80.939,,,,,,,
4/12/2015 10:45,506700,1.141,13.797,79.253,,,,,,,
4/12/2015 11:00,507600,1.122,13.849,77.918,,,,,,,
4/12/2015 11:15,508500,1.115,13.901,77.443,,,,,,,
4/12/2015 11:30,509400,1.103,13.953,76.6,,,,,,,
4/12/2015 11:45,510300,1.076,14.005,74.774,,,,,,,
4/12/2015 12:00,511200,1.073,14.005,74.529,,,,,,,
4/12/2015 12:15,512100,1.057,14.057,73.44,,,,,,,
4/12/2015 12:30,513000,1.045,14.16,72.614,,,,,,,
4/12/2015 12:45,513900,1.04,14.16,72.245,,,,,,,
4/12/2015 13:00,514800,1.009,14.264,70.067,,,,,,,
4/12/2015 13:15,515700,1.016,14.264,70.559,,,,,,,
4/12/2015 13:30,516600,1.014,14.315,70.453,,,,,,,
4/12/2015 13:45,517500,0.994,14.471,69.029,,,,,,,
4/12/2015 14:00,518400,1.013,14.471,70.381,,,,,,,
4/12/2015 14:15,519300,1.021,14.574,70.907,,,,,,,
4/12/2015 14:30,520200,1.013,14.729,70.344,,,,,,,
4/12/2015 14:45,521100,1.006,14.781,69.87,,,,,,,
4/12/2015 15:00,522000,1.022,14.832,70.993,,,,,,,
4/12/2015 15:15,522900,1.017,14.987,70.676,,,,,,,
4/12/2015 15:30,523800,1.008,14.936,70.044,,,,,,,
4/12/2015 15:45,524700,1.014,15.039,70.448,,,,,,,
4/12/2015 16:00,525600,1.013,15.194,70.377,,,,,,,
4/12/2015 16:15,526500,1.02,15.245,70.886,,,,,,,
4/12/2015 16:30,527400,1.016,15.348,70.553,,,,,,,
4/12/2015 16:45,528300,1.021,15.348,70.922,,,,,,,
4/12/2015 17:00,529200,1.018,15.451,70.711,,,,,,,
4/12/2015 17:15,530100,1.023,15.451,71.08,,,,,,,
4/12/2015 17:30,531000,1.015,15.554,70.501,,,,,,,
4/12/2015 17:45,531900,1.04,15.657,72.257,,,,,,,
4/12/2015 18:00,532800,1.024,15.709,71.169,,,,,,,
4/12/2015 18:15,533700,1.039,15.76,72.17,,,,,,,
4/12/2015 18:30,534600,1.062,15.811,73.786,,,,,,,
4/12/2015 18:45,535500,1.053,15.76,73.153,,,,,,,
4/12/2015 19:00,536400,1.059,15.811,73.54,,,,,,,
4/12/2015 19:15,537300,1.061,16.017,73.735,,,,,,,
4/12/2015 19:30,538200,1.075,16.017,74.718,,,,,,,
4/12/2015 19:45,539100,1.079,16.017,74.964,,,,,,,
4/12/2015 20:00,540000,1.072,15.966,74.454,,,,,,,
4/12/2015 20:15,540900,1.079,15.966,74.946,,,,,,,
4/12/2015 20:30,541800,1.096,15.914,76.156,,,,,,,
4/12/2015 20:45,542700,1.089,15.966,75.683,,,,,,,
4/12/2015 21:00,543600,1.099,15.811,76.366,,,,,,,
4/12/2015 21:15,544500,1.105,15.811,76.734,,,,,,,
4/12/2015 21:30,545400,1.102,15.76,76.593,,,,,,,
4/12/2015 21:45,546300,1.124,15.811,78.086,,,,,,,
4/12/2015 22:00,547200,1.113,15.76,77.331,,,,,,,
4/12/2015 22:15,548100,1.123,15.709,78.05,,,,,,,
4/12/2015 22:30,549000,1.113,15.709,77.313,,,,,,,
4/12/2015 22:45,549900,1.114,15.606,77.399,,,,,,,
4/12/2015 23:00,550800,1.129,15.503,78.47,,,,,,,
4/12/2015 23:15,551700,1.133,15.554,78.733,,,,,,,
4/12/2015 23:30,552600,1.128,15.554,78.365,,,,,,,
4/12/2015 23:45,553500,1.136,15.451,78.943,,,,,,,
4/13/2015 0:00,554400,1.136,15.4,78.926,,,,,,,
4/13/2015 0:15,555300,1.135,15.451,78.82,,,,,,,
4/13/2015 0:30,556200,1.145,15.4,79.54,,,,,,,
4/13/2015 0:45,557100,1.143,15.348,79.399,,,,,,,
4/13/2015 1:00,558000,1.143,15.4,79.417,,,,,,,
4/13/2015 1:15,558900,1.143,15.4,79.417,,,,,,,
4/13/2015 1:30,559800,1.139,15.348,79.153,,,,,,,
4/13/2015 1:45,560700,1.153,15.297,80.119,,,,,,,
4/13/2015 2:00,561600,1.141,15.245,79.241,,,,,,,
4/13/2015 2:15,562500,1.137,15.245,78.995,,,,,,,
4/13/2015 2:30,563400,1.137,15.245,78.995,,,,,,,
4/13/2015 2:45,564300,1.142,15.194,79.346,,,,,,,
4/13/2015 3:00,565200,1.146,15.245,79.61,,,,,,,
4/13/2015 3:15,566100,1.145,15.142,79.574,,,,,,,
4/13/2015 3:30,567000,1.161,15.142,80.68,,,,,,,
4/13/2015 3:45,567900,1.161,15.09,80.662,,,,,,,
4/13/2015 4:00,568800,1.168,15.039,81.136,,,,,,,
4/13/2015 4:15,569700,1.161,14.987,80.627,,,,,,,
4/13/2015 4:30,570600,1.164,14.987,80.873,,,,,,,
4/13/2015 4:45,571500,1.171,14.936,81.347,,,,,,,
4/13/2015 5:00,572400,1.173,14.936,81.47,,,,,,,
4/13/2015 5:15,573300,1.176,14.884,81.698,,,,,,,
4/13/2015 5:30,574200,1.17,14.729,81.277,,,,,,,
4/13/2015 5:45,575100,1.171,14.677,81.383,,,,,,,
4/13/2015 6:00,576000,1.179,14.419,81.911,,,,,,,
4/13/2015 6:15,576900,1.182,14.367,82.14,,,,,,,
4/13/2015 6:30,577800,1.183,14.212,82.211,,,,,,,
4/13/2015 6:45,578700,1.187,14.16,82.44,,,,,,,
4/13/2015 7:00,579600,1.206,14.108,83.775,,,,,,,
4/13/2015 7:15,580500,1.211,14.057,84.126,,,,,,,
4/13/2015 7:30,581400,1.198,13.953,83.233,,,,,,,
4/13/2015 7:45,582300,1.218,13.745,84.64,,,,,,,
4/13/2015 8:00,583200,1.22,13.694,84.746,,,,,,,
4/13/2015 8:15,584100,1.217,13.745,84.517,,,,,,,
4/13/2015 8:30,585000,1.227,13.694,85.238,,,,,,,
4/13/2015 8:45,585900,1.234,13.694,85.729,,,,,,,
4/13/2015 9:00,586800,1.23,13.694,85.484,,,,,,,
4/13/2015 9:15,587700,1.223,13.642,84.976,,,,,,,
4/13/2015 9:30,588600,1.234,13.642,85.712,,,,,,,
4/13/2015 9:45,589500,1.225,13.694,85.115,,,,,,,
4/13/2015 10:00,590400,1.227,13.694,85.238,,,,,,,
4/13/2015 10:15,591300,1.238,13.694,85.975,,,,,,,
4/13/2015 10:30,592200,1.236,13.694,85.852,,,,,,,
4/13/2015 10:45,593100,1.222,13.745,84.886,,,,,,,
4/13/2015 11:00,594000,1.201,13.797,83.429,,,,,,,
4/13/2015 11:15,594900,1.178,13.901,81.865,,,,,,,
4/13/2015 11:30,595800,1.164,13.953,80.899,,,,,,,
4/13/2015 11:45,596700,1.151,14.005,79.933,,,,,,,
4/13/2015 12:00,597600,1.142,14.057,79.336,,,,,,,
4/13/2015 12:15,598500,1.117,14.108,77.633,,,,,,,
4/13/2015 12:30,599400,1.109,14.16,77.036,,,,,,,
4/13/2015 12:45,600300,1.102,14.16,76.544,,,,,,,
4/13/2015 13:00,601200,1.095,14.16,76.053,,,,,,,
4/13/2015 13:15,602100,1.09,14.367,75.752,,,,,,,
4/13/2015 13:30,603000,1.076,14.419,74.786,,,,,,,
4/13/2015 13:45,603900,1.066,14.419,74.049,,,,,,,
4/13/2015 14:00,604800,1.063,14.626,73.872,,,,,,,
4/13/2015 14:15,605700,1.042,14.626,72.398,,,,,,,
4/13/2015 14:30,606600,1.036,14.781,71.958,,,,,,,
4/13/2015 14:45,607500,1.043,14.832,72.467,,,,,,,
4/13/2015 15:00,608400,1.061,14.884,73.712,,,,,,,
4/13/2015 15:15,609300,1.062,14.987,73.747,,,,,,,
4/13/2015 15:30,610200,1.06,15.09,73.659,,,,,,,
4/13/2015 15:45,611100,1.048,15.142,72.817,,,,,,,
4/13/2015 16:00,612000,1.063,15.194,73.818,,,,,,,
4/13/2015 16:15,612900,1.052,15.245,73.098,,,,,,,
4/13/2015 16:30,613800,1.062,15.4,73.765,,,,,,,
4/13/2015 16:45,614700,1.068,15.503,74.169,,,,,,,
4/13/2015 17:00,615600,1.063,15.554,73.819,,,,,,,
4/13/2015 17:15,616500,1.075,15.657,74.715,,,,,,,
4/13/2015 17:30,617400,1.074,15.76,74.628,,,,,,,
4/13/2015 17:45,618300,1.078,15.811,74.891,,,,,,,
4/13/2015 18:00,619200,1.074,15.76,74.628,,,,,,,
4/13/2015 18:15,620100,1.082,15.914,75.173,,,,,,,
4/13/2015 18:30,621000,1.078,15.863,74.91,,,,,,,
4/13/2015 18:45,621900,1.076,15.811,74.768,,,,,,,
4/13/2015 19:00,622800,1.088,15.709,75.593,,,,,,,
4/13/2015 19:15,623700,1.097,15.709,76.207,,,,,,,
4/13/2015 19:30,624600,1.095,15.76,76.102,,,,,,,
4/13/2015 19:45,625500,1.094,15.76,75.979,,,,,,,
4/13/2015 20:00,626400,1.1,15.657,76.435,,,,,,,
4/13/2015 20:15,627300,1.1,15.606,76.417,,,,,,,
4/13/2015 20:30,628200,1.099,15.503,76.381,,,,,,,
4/13/2015 20:45,629100,1.121,15.554,77.873,,,,,,,
4/13/2015 21:00,630000,1.136,15.451,78.943,,,,,,,
4/13/2015 21:15,630900,1.139,15.297,79.136,,,,,,,
4/13/2015 21:30,631800,1.143,15.451,79.434,,,,,,,
4/13/2015 21:45,632700,1.148,15.348,79.768,,,,,,,
4/13/2015 22:00,633600,1.155,15.348,80.259,,,,,,,
4/13/2015 22:15,634500,1.158,15.451,80.418,,,,,,,
4/13/2015 22:30,635400,1.157,15.348,80.382,,,,,,,
4/13/2015 22:45,636300,1.155,15.348,80.259,,,,,,,
4/13/2015 23:00,637200,1.168,15.451,81.155,,,,,,,
4/13/2015 23:15,638100,1.175,15.4,81.628,,,,,,,
4/13/2015 23:30,639000,1.171,15.297,81.347,,,,,,,
4/13/2015 23:45,639900,1.196,15.297,83.067,,,,,,,
4/14/2015 0:00,640800,1.185,15.297,82.33,,,,,,,
4/14/2015 0:15,641700,1.185,15.245,82.312,,,,,,,
4/14/2015 0:30,642600,1.183,15.297,82.207,,,,,,,
4/14/2015 0:45,643500,1.195,15.245,83.049,,,,,,,
4/14/2015 1:00,644400,1.19,15.245,82.681,,,,,,,
4/14/2015 1:15,645300,1.183,15.245,82.189,,,,,,,
4/14/2015 1:30,646200,1.186,15.194,82.417,,,,,,,
4/14/2015 1:45,647100,1.187,15.245,82.435,,,,,,,
4/14/2015 2:00,648000,1.195,15.194,83.031,,,,,,,
4/14/2015 2:15,648900,1.193,15.194,82.909,,,,,,,
4/14/2015 2:30,649800,1.199,15.194,83.277,,,,,,,
4/14/2015 2:45,650700,1.185,15.194,82.294,,,,,,,
4/14/2015 3:00,651600,1.191,15.142,82.768,,,,,,,
4/14/2015 3:15,652500,1.193,15.194,82.909,,,,,,,
4/14/2015 3:30,653400,1.191,15.142,82.768,,,,,,,
4/14/2015 3:45,654300,1.198,15.142,83.26,,,,,,,
4/14/2015 4:00,655200,1.196,15.09,83.119,,,,,,,
4/14/2015 4:15,656100,1.198,15.09,83.242,,,,,,,
4/14/2015 4:30,657000,1.206,15.142,83.751,,,,,,,
4/14/2015 4:45,657900,1.218,15.142,84.611,,,,,,,
4/14/2015 5:00,658800,1.235,15.09,85.822,,,,,,,
4/14/2015 5:15,659700,1.234,15.09,85.699,,,,,,,
4/14/2015 5:30,660600,1.244,15.09,86.436,,,,,,,
4/14/2015 5:45,661500,1.251,15.039,86.91,,,,,,,
4/14/2015 6:00,662400,1.249,15.09,86.804,,,,,,,
4/14/2015 6:15,663300,1.263,15.039,87.77,,,,,,,
4/14/2015 6:30,664200,1.272,14.936,88.349,,,,,,,
4/14/2015 6:45,665100,1.272,14.936,88.349,,,,,,,
4/14/2015 7:00,666000,1.286,14.884,89.314,,,,,,,
4/14/2015 7:15,666900,1.285,14.832,89.297,,,,,,,
4/14/2015 7:30,667800,1.29,14.626,89.596,,,,,,,
4/14/2015 7:45,668700,1.285,14.419,89.281,,,,,,,
4/14/2015 8:00,669600,1.297,14.212,90.073,,,,,,,
4/14/2015 8:15,670500,1.314,14.16,91.284,,,,,,,
4/14/2015 8:30,671400,1.305,14.108,90.653,,,,,,,
4/14/2015 8:45,672300,1.305,14.212,90.687,,,,,,,
4/14/2015 9:00,673200,1.311,14.264,91.072,,,,,,,
4/14/2015 9:15,674100,1.311,14.212,91.055,,,,,,,
4/14/2015 9:30,675000,1.318,14.264,91.563,,,,,,,
4/14/2015 9:45,675900,1.32,14.367,91.72,,,,,,,
4/14/2015 10:00,676800,1.315,14.367,91.352,,,,,,,
4/14/2015 10:15,677700,1.327,14.367,92.212,,,,,,,
4/14/2015 10:30,678600,1.317,14.522,91.526,,,,,,,
4/14/2015 10:45,679500,1.317,14.522,91.526,,,,,,,
4/14/2015 11:00,680400,1.314,14.574,91.298,,,,,,,
4/14/2015 11:15,681300,1.325,14.574,92.035,,,,,,,
4/14/2015 11:30,682200,1.302,14.626,90.455,,,,,,,
4/14/2015 11:45,683100,1.258,14.626,87.385,,,,,,,
4/14/2015 12:00,684000,1.242,14.729,86.314,,,,,,,
4/14/2015 12:15,684900,1.23,14.781,85.471,,,,,,,
4/14/2015 12:30,685800,1.216,14.832,84.506,,,,,,,
4/14/2015 12:45,686700,1.195,14.781,83.014,,,,,,,
4/14/2015 13:00,687600,1.176,14.936,81.715,,,,,,,
4/14/2015 13:15,688500,1.17,15.039,81.259,,,,,,,
4/14/2015 13:30,689400,1.152,15.09,80.048,,,,,,,
4/14/2015 13:45,690300,1.14,15.194,79.223,,,,,,,
4/14/2015 14:00,691200,1.137,15.245,78.995,,,,,,,
4/14/2015 14:15,692100,1.116,15.245,77.521,,,,,,,
4/14/2015 14:30,693000,1.111,15.348,77.188,,,,,,,
4/14/2015 14:45,693900,1.092,15.348,75.836,,,,,,,
4/14/2015 15:00,694800,1.084,15.503,75.275,,,,,,,
4/14/2015 15:15,695700,1.057,15.554,73.45,,,,,,,
4/14/2015 15:30,696600,1.054,15.606,73.222,,,,,,,
4/14/2015 15:45,697500,1.051,15.709,73.012,,,,,,,
4/14/2015 16:00,698400,1.089,15.811,75.629,,,,,,,
4/14/2015 16:15,699300,1.096,15.811,76.12,,,,,,,
4/14/2015 16:30,700200,1.074,15.811,74.645,,,,,,,
4/14/2015 16:45,701100,1.075,15.914,74.682,,,,,,,
4/14/2015 17:00,702000,1.087,15.863,75.524,,,,,,,
4/14/2015 17:15,702900,1.086,15.966,75.437,,,,,,,
4/14/2015 17:30,703800,1.085,16.068,75.351,,,,,,,
4/14/2015 17:45,704700,1.091,15.966,75.806,,,,,,,
4/14/2015 18:00,705600,1.1,16.274,76.407,,,,,,,
4/14/2015 18:15,706500,1.102,16.274,76.53,,,,,,,
4/14/2015 18:30,707400,1.091,16.377,75.829,,,,,,,
4/14/2015 18:45,708300,1.108,16.223,77.003,,,,,,,
4/14/2015 19:00,709200,1.109,16.428,77.076,,,,,,,
4/14/2015 19:15,710100,1.12,16.428,77.814,,,,,,,
4/14/2015 19:30,711000,1.115,16.428,77.445,,,,,,,
4/14/2015 19:45,711900,1.106,16.171,76.861,,,,,,,
4/14/2015 20:00,712800,1.135,16.171,78.828,,,,,,,
4/14/2015 20:15,713700,1.141,16.377,79.27,,,,,,,
4/14/2015 20:30,714600,1.142,16.171,79.319,,,,,,,
4/14/2015 20:45,715500,1.152,16.171,80.056,,,,,,,
4/14/2015 21:00,716400,1.156,16.53,80.308,,,,,,,
4/14/2015 21:15,717300,1.155,16.377,80.253,,,,,,,
4/14/2015 21:30,718200,1.165,16.479,80.904,,,,,,,
4/14/2015 21:45,719100,1.162,16.325,80.726,,,,,,,
4/14/2015 22:00,720000,1.173,16.377,81.481,,,,,,,
4/14/2015 22:15,720900,1.178,16.068,81.863,,,,,,,
4/14/2015 22:30,721800,1.183,16.325,82.2,,,,,,,
4/14/2015 22:45,722700,1.175,16.171,81.654,,,,,,,
4/14/2015 23:00,723600,1.181,16.171,82.022,,,,,,,
4/14/2015 23:15,724500,1.193,16.223,82.901,,,,,,,
4/14/2015 23:30,725400,1.185,15.966,82.318,,,,,,,
4/14/2015 23:45,726300,1.186,15.863,82.404,,,,,,,
4/15/2015 0:00,727200,1.178,16.017,81.845,,,,,,,
4/15/2015 0:15,728100,1.179,15.811,81.895,,,,,,,
4/15/2015 0:30,729000,1.177,15.811,81.772,,,,,,,
4/15/2015 0:45,729900,1.187,15.76,82.491,,,,,,,
4/15/2015 1:00,730800,1.195,15.811,83.001,,,,,,,
4/15/2015 1:15,731700,1.184,15.709,82.227,,,,,,,
4/15/2015 1:30,732600,1.178,15.709,81.859,,,,,,,
4/15/2015 1:45,733500,1.179,15.554,81.928,,,,,,,
4/15/2015 2:00,734400,1.168,15.503,81.173,,,,,,,
4/15/2015 2:15,735300,1.179,15.451,81.892,,,,,,,
4/15/2015 2:30,736200,1.173,15.451,81.523,,,,,,,
4/15/2015 2:45,737100,1.167,15.503,81.05,,,,,,,
4/15/2015 3:00,738000,1.168,15.503,81.173,,,,,,,
4/15/2015 3:15,738900,1.15,15.4,79.908,,,,,,,
4/15/2015 3:30,739800,1.171,15.348,81.365,,,,,,,
4/15/2015 3:45,740700,1.164,15.348,80.873,,,,,,,
4/15/2015 4:00,741600,1.164,15.297,80.856,,,,,,,
4/15/2015 4:15,742500,1.157,15.245,80.346,,,,,,,
4/15/2015 4:30,743400,1.165,15.194,80.943,,,,,,,
4/15/2015 4:45,744300,1.163,15.142,80.803,,,,,,,
4/15/2015 5:00,745200,1.159,14.936,80.487,,,,,,,
4/15/2015 5:15,746100,1.156,14.729,80.294,,,,,,,
4/15/2015 5:30,747000,1.163,14.677,80.768,,,,,,,
4/15/2015 5:45,747900,1.157,14.522,80.348,,,,,,,
4/15/2015 6:00,748800,1.166,14.367,81.034,,,,,,,
4/15/2015 6:15,749700,1.164,14.16,80.843,,,,,,,
4/15/2015 6:30,750600,1.169,14.212,81.229,,,,,,,
4/15/2015 6:45,751500,1.176,14.16,81.703,,,,,,,
4/15/2015 7:00,752400,1.185,14.108,82.301,,,,,,,
4/15/2015 7:15,753300,1.188,14.057,82.53,,,,,,,
4/15/2015 7:30,754200,1.195,14.057,83.021,,,,,,,
4/15/2015 7:45,755100,1.206,14.057,83.758,,,,,,,
4/15/2015 8:00,756000,1.192,14.108,82.792,,,,,,,
4/15/2015 8:15,756900,1.198,14.005,83.25,,,,,,,
4/15/2015 8:30,757800,1.2,14.057,83.389,,,,,,,
4/15/2015 8:45,758700,1.215,14.108,84.389,,,,,,,
4/15/2015 9:00,759600,1.202,14.057,83.512,,,,,,,
4/15/2015 9:15,760500,1.213,14.108,84.266,,,,,,,
4/15/2015 9:30,761400,1.217,14.264,84.562,,,,,,,
4/15/2015 9:45,762300,1.21,14.315,84.088,,,,,,,
